VARIABLE="X","Y","DISPLACEMENT"
ZONE I=121, J=121, F=POINT
45.0 	-275.0   7.36
50.0 	-275.0   7.3125
55.0 	-275.0   7.26
60.0 	-275.0   7.2025
65.0 	-275.0   7.14
70.0 	-275.0   7.0725
75.0 	-275.0   7
80.0 	-275.0   6.9225
85.0 	-275.0   6.84
90.0 	-275.0   6.7525
95.0 	-275.0   6.66
100.0 	-275.0   6.5625
105.0 	-275.0   6.46
110.0 	-275.0   6.3525
115.0 	-275.0   6.24
120.0 	-275.0   6.1225
125.0 	-275.0   6
130.0 	-275.0   5.8725
135.0 	-275.0   5.74
140.0 	-275.0   5.6025
145.0 	-275.0   5.46
150.0 	-275.0   5.3125
155.0 	-275.0   5.16
160.0 	-275.0   5.0025
165.0 	-275.0   4.84
170.0 	-275.0   4.6725
175.0 	-275.0   4.5
180.0 	-275.0   4.3225
185.0 	-275.0   4.14
190.0 	-275.0   3.9525
195.0 	-275.0   3.76
200.0 	-275.0   3.5625
205.0 	-275.0   3.36
210.0 	-275.0   3.1525
215.0 	-275.0   2.94
220.0 	-275.0   2.7225
225.0 	-275.0   2.5
230.0 	-275.0   2.2725
235.0 	-275.0   2.04
240.0 	-275.0   1.8025
245.0 	-275.0   1.56
250.0 	-275.0   1.3125
255.0 	-275.0   1.06
260.0 	-275.0   0.8025
265.0 	-275.0   0.54
270.0 	-275.0   0.2725
275.0 	-275.0   0
280.0 	-275.0   -0.2775
285.0 	-275.0   -0.56
290.0 	-275.0   -0.8475
295.0 	-275.0   -1.14
300.0 	-275.0   -1.4375
-300.0 	-270.0   -1.71
-295.0 	-270.0   -1.4125
-290.0 	-270.0   -1.12
-285.0 	-270.0   -0.8325
-280.0 	-270.0   -0.55
-275.0 	-270.0   -0.2725
-270.0 	-270.0   0
-265.0 	-270.0   0.2675
-260.0 	-270.0   0.53
-255.0 	-270.0   0.7875
-250.0 	-270.0   1.04
-245.0 	-270.0   1.2875
-240.0 	-270.0   1.53
-235.0 	-270.0   1.7675
-230.0 	-270.0   2
-225.0 	-270.0   2.2275
-220.0 	-270.0   2.45
-215.0 	-270.0   2.6675
-210.0 	-270.0   2.88
-205.0 	-270.0   3.0875
-200.0 	-270.0   3.29
-195.0 	-270.0   3.4875
-190.0 	-270.0   3.68
-185.0 	-270.0   3.8675
-180.0 	-270.0   4.05
-175.0 	-270.0   4.2275
-170.0 	-270.0   4.4
-165.0 	-270.0   4.5675
-160.0 	-270.0   4.73
-155.0 	-270.0   4.8875
-150.0 	-270.0   5.04
-145.0 	-270.0   5.1875
-140.0 	-270.0   5.33
-135.0 	-270.0   5.4675
-130.0 	-270.0   5.6
-125.0 	-270.0   5.7275
-120.0 	-270.0   5.85
-115.0 	-270.0   5.9675
-110.0 	-270.0   6.08
-105.0 	-270.0   6.1875
-100.0 	-270.0   6.29
-95.0 	-270.0   6.3875
-90.0 	-270.0   6.48
-85.0 	-270.0   6.5675
-80.0 	-270.0   6.65
-75.0 	-270.0   6.7275
-70.0 	-270.0   6.8
-65.0 	-270.0   6.8675
-60.0 	-270.0   6.93
-55.0 	-270.0   6.9875
-50.0 	-270.0   7.04
-45.0 	-270.0   7.0875
-40.0 	-270.0   7.13
-35.0 	-270.0   7.1675
-30.0 	-270.0   7.2
-25.0 	-270.0   7.2275
-20.0 	-270.0   7.25
-15.0 	-270.0   7.2675
-10.0 	-270.0   7.28
-5.0 	-270.0   7.2875
0.0 	-270.0   7.29
5.0 	-270.0   7.2875
10.0 	-270.0   7.28
15.0 	-270.0   7.2675
20.0 	-270.0   7.25
25.0 	-270.0   7.2275
30.0 	-270.0   7.2
35.0 	-270.0   7.1675
40.0 	-270.0   7.13
45.0 	-270.0   7.0875
50.0 	-270.0   7.04
55.0 	-270.0   6.9875
60.0 	-270.0   6.93
65.0 	-270.0   6.8675
70.0 	-270.0   6.8
75.0 	-270.0   6.7275
80.0 	-270.0   6.65
85.0 	-270.0   6.5675
90.0 	-270.0   6.48
95.0 	-270.0   6.3875
100.0 	-270.0   6.29
105.0 	-270.0   6.1875
110.0 	-270.0   6.08
115.0 	-270.0   5.9675
120.0 	-270.0   5.85
125.0 	-270.0   5.7275
130.0 	-270.0   5.6
135.0 	-270.0   5.4675
140.0 	-270.0   5.33
145.0 	-270.0   5.1875
150.0 	-270.0   5.04
155.0 	-270.0   4.8875
160.0 	-270.0   4.73
165.0 	-270.0   4.5675
170.0 	-270.0   4.4
175.0 	-270.0   4.2275
180.0 	-270.0   4.05
185.0 	-270.0   3.8675
190.0 	-270.0   3.68
195.0 	-270.0   3.4875
200.0 	-270.0   3.29
205.0 	-270.0   3.0875
210.0 	-270.0   2.88
215.0 	-270.0   2.6675
220.0 	-270.0   2.45
225.0 	-270.0   2.2275
230.0 	-270.0   2
235.0 	-270.0   1.7675
240.0 	-270.0   1.53
245.0 	-270.0   1.2875
250.0 	-270.0   1.04
255.0 	-270.0   0.7875
260.0 	-270.0   0.53
265.0 	-270.0   0.2675
270.0 	-270.0   0
275.0 	-270.0   -0.2725
280.0 	-270.0   -0.55
285.0 	-270.0   -0.8325
290.0 	-270.0   -1.12
295.0 	-270.0   -1.4125
300.0 	-270.0   -1.71
-300.0 	-265.0   -1.9775
-295.0 	-265.0   -1.68
-290.0 	-265.0   -1.3875
-285.0 	-265.0   -1.1
-280.0 	-265.0   -0.8175
-275.0 	-265.0   -0.54
-270.0 	-265.0   -0.2675
-265.0 	-265.0   0
-260.0 	-265.0   0.2625
-255.0 	-265.0   0.52
-250.0 	-265.0   0.7725
-245.0 	-265.0   1.02
-240.0 	-265.0   1.2625
-235.0 	-265.0   1.5
-230.0 	-265.0   1.7325
-225.0 	-265.0   1.96
-220.0 	-265.0   2.1825
-215.0 	-265.0   2.4
-210.0 	-265.0   2.6125
-205.0 	-265.0   2.82
-200.0 	-265.0   3.0225
-195.0 	-265.0   3.22
-190.0 	-265.0   3.4125
-185.0 	-265.0   3.6
-180.0 	-265.0   3.7825
-175.0 	-265.0   3.96
-170.0 	-265.0   4.1325
-165.0 	-265.0   4.3
-160.0 	-265.0   4.4625
-155.0 	-265.0   4.62
-150.0 	-265.0   4.7725
-145.0 	-265.0   4.92
-140.0 	-265.0   5.0625
-135.0 	-265.0   5.2
-130.0 	-265.0   5.3325
-125.0 	-265.0   5.46
-120.0 	-265.0   5.5825
-115.0 	-265.0   5.7
-110.0 	-265.0   5.8125
-105.0 	-265.0   5.92
-100.0 	-265.0   6.0225
-95.0 	-265.0   6.12
-90.0 	-265.0   6.2125
-85.0 	-265.0   6.3
-80.0 	-265.0   6.3825
-75.0 	-265.0   6.46
-70.0 	-265.0   6.5325
-65.0 	-265.0   6.6
-60.0 	-265.0   6.6625
-55.0 	-265.0   6.72
-50.0 	-265.0   6.7725
-45.0 	-265.0   6.82
-40.0 	-265.0   6.8625
-35.0 	-265.0   6.9
-30.0 	-265.0   6.9325
-25.0 	-265.0   6.96
-20.0 	-265.0   6.9825
-15.0 	-265.0   7
-10.0 	-265.0   7.0125
-5.0 	-265.0   7.02
0.0 	-265.0   7.0225
5.0 	-265.0   7.02
10.0 	-265.0   7.0125
15.0 	-265.0   7
20.0 	-265.0   6.9825
25.0 	-265.0   6.96
30.0 	-265.0   6.9325
35.0 	-265.0   6.9
40.0 	-265.0   6.8625
